ticker,weight
A,0.0022291550333306894
AAPL,0.00039797565688966014
ABBV,0.0013834833715865157
ABT,0.0
ACGL,0.0
ACN,7.450346031869609e-07
ADBE,2.998209342651579e-07
ADI,0.0
ADM,0.0
ADP,0.00016874997745537862
ADSK,0.0
AEE,5.00704656939596e-07
AEP,0.0
AES,0.0
AFL,0.0
AIG,3.0953808660537703e-09
AIZ,0.0
AJG,0.0
AKAM,9.125510184554919e-07
ALB,0.0
ALGN,5.8681144660420845e-09
ALL,0.0
ALLE,0.019265810554829208
AMAT,0.0
AMCR,0.0
AMD,0.0026612387614263927
AME,0.0
AMGN,0.11906032605628371
AMP,0.0
AMT,8.726573183557884e-05
AMZN,0.0
ANET,0.001787575548953832
AON,6.161184567294597e-05
AOS,0.0
APA,1.3765446647553305e-06
APD,0.0002120299504174605
APH,0.00019087475880144632
APO,0.0
APTV,0.0
ARE,0.0
ARES,0.00026316871960575664
ATO,0.0
AVB,0.0
AVGO,0.0
AVY,0.0
AWK,0.0005019694272306228
AXON,0.0007478817872419891
AXP,3.0306495760407415e-10
AZO,0.004057609280092454
BA,1.1146886704086488e-06
BAC,0.0
BALL,0.0
BAX,0.0
BBY,0.0
BDX,0.0
BF-B,0.006894281564053016
BG,0.0
BIIB,1.0220716120029022e-08
BK,0.0
BKNG,0.0
BKR,3.6062482897966806e-10
BLDR,0.0
BLK,7.384114189744342e-05
BMY,3.159231882329954e-05
BR,0.0
BRK-B,0.006832277351612943
BRO,1.5344901355755494e-07
BSX,2.29417579984855e-06
BX,0.00036707900130979084
BXP,0.0
CAH,0.01449718907372252
CAT,0.0006333447806315555
CBOE,2.6597856337663906e-07
CBRE,1.3997032123849655e-10
CCL,1.856646705543555e-09
CDNS,0.028550421008910865
CDW,0.0
CF,0.0
CHRW,0.0036663418643163672
CHTR,0.0
CNC,0.0
CNP,0.0
COF,0.00010874889939709747
COR,0.0
CPB,0.0
CPT,0.0
CRL,1.3849256117069064e-09
CVNA,9.30091939603669e-07
GOOG,0.0
GOOGL,0.0007139097275392289
LNT,0.0
MMM,0.0
MO,0.0
SCHW,0.0
T,7.145260655741413e-08
TECH,0.0006635098961740242
XYZ,0.0
C,0.017176323490350434
CAG,0.0
CB,3.0947240823471074e-09
CCI,0.0
CFG,0.0
CHD,1.2834403372218895e-08
CI,0.0
CIEN,6.815142690766633e-08
CINF,1.013871574156681e-05
CL,1.48561279789956e-06
CLX,0.0007977650857054991
CMCSA,0.0
CME,0.0
CMG,0.00027532013606785356
CMI,0.0
CMS,0.0
COHR,0.0
COO,2.488390248610527e-05
COP,2.9591896755142444e-09
COST,0.0001770827774693848
CPAY,0.0
CPRT,0.0
CRH,6.953660546018078e-07
CRWD,0.07977440608625067
CSCO,1.2937347152558826e-08
CSGP,0.0
CSX,3.7132065471153045e-05
CTAS,0.0
CTRA,0.0007442271507175387
CTSH,0.0
CTVA,7.444850490714809e-05
CVS,0.0
CVX,0.0
D,0.0
DAL,0.0
DD,0.0
DDOG,0.0
DE,0.007319268795097784
DECK,4.425366920614147e-06
DELL,0.0
DG,0.002666080773271192
DHI,0.0
DHR,0.002564492607618787
DLR,1.1972302411757634e-06
DLTR,0.0
DOV,0.0
DOW,0.0
DPZ,0.0
DRI,0.0
DTE,0.0
DUK,7.432001016793339e-06
DVA,1.1098000647720147e-08
DVN,0.0
DXCM,0.0
EA,0.0
EBAY,1.3867756153146477e-05
ECL,0.0
ED,0.0
EFX,0.0
EG,6.98011631406826e-05
EIX,0.0
EL,0.0
ELV,0.0
EME,0.0
EMR,0.0
EOG,0.05192187388445143
EPAM,0.0
EQIX,0.0003815773561896615
EQR,0.0
EQT,3.4531826206286622e-06
ERIE,0.0002146686198933364
ES,0.0022378341201277634
ESS,0.0
ETN,0.0
ETR,6.665154232972736e-10
EVRG,0.0
EW,0.0
EXC,0.0
EXPD,5.445110122102176e-05
EXPE,0.0
EXR,0.0
FANG,0.00013859146507478953
FAST,0.0
FDS,0.0
FDX,1.3924329861649252e-08
FFIV,2.409654512374721e-05
FICO,0.04578130377563859
FIS,0.0013499906713520507
FITB,0.0
FIX,5.0510463175364066e-05
FRT,0.0195251862438454
GLW,0.0
KO,0.00038435226393917745
SATS,0.0
STZ,0.007273025798267321
XOM,0.0
BEN,0.0
DOC,0.0
F,0.0
FCX,1.9779476802352197e-05
FE,0.003059724886408437
FISV,3.413842003400867e-05
FOX,0.0
FOXA,0.0
FSLR,7.789165064529733e-09
FTNT,0.0
FTV,0.0
GD,0.0
GDDY,1.5545496188187468e-06
GE,0.0
GEN,0.0018835768871257735
GILD,2.9198255539135707e-07
GIS,8.611511314627741e-06
GL,0.0
GM,1.6025461460775426e-10
GNRC,3.719200679172714e-08
