ticker,weight
A,0.0008970633085830027
AAPL,0.00275460443824261
ABBV,0.0
ABT,0.0
ACGL,0.0
ACN,0.0
ADBE,0.0
ADI,0.0
ADM,0.0
ADP,1.8539648914432847e-11
ADSK,2.9868205962173623e-06
AEE,6.495652074733074e-10
AEP,0.0
AES,0.0
AFL,0.00025344263266760655
AIG,0.0
AIZ,0.0
AJG,0.0
AKAM,2.9711569593572377e-06
ALB,0.0
ALGN,0.0
ALL,8.157883893696209e-10
ALLE,0.0046300412577864715
AMAT,0.0419160782351533
AMCR,0.005480185919101198
AMD,0.0005038701162688015
AME,0.0009000440107050023
AMGN,0.0
AMP,0.047755164640559095
AMT,0.0
AMZN,6.382733939001178e-06
ANET,1.816282492634398e-08
AON,0.0
AOS,0.0
APA,0.00041454891253614044
APD,0.0
APH,0.0
APO,0.0
APTV,2.501859620074705e-07
ARE,0.00024180228786615246
ARES,0.01910699340555181
ATO,0.0
AVB,0.0
AVGO,3.573785738504391e-08
AVY,6.133267103821473e-05
AWK,0.0
AXON,0.0
AXP,0.0
AZO,0.0
BA,4.9436328064004765e-06
BAC,0.00022108157979545766
BALL,2.7769629677250267e-05
BAX,0.0
BBY,2.709596354753528e-06
BDX,0.00029598992078923585
BF-B,7.042389648463428e-08
BG,0.0
BIIB,2.897756352307917e-05
BK,0.0
BKNG,0.00011534098742181234
BKR,0.0
BLDR,0.013253919458362148
BLK,0.0
BMY,0.0
BR,0.0
BRK-B,0.0
BRO,0.0
BSX,0.0
BX,0.0
BXP,0.0004204807375004039
CAH,0.0
CAT,0.0
CBOE,0.0
CBRE,0.0
CCL,0.0
CDNS,0.0009140365836429834
CDW,0.0
CF,0.0
CHRW,0.0
CHTR,0.0
CNC,0.0
CNP,0.0
COF,3.113825941842422e-06
COR,0.004793736617299655
CPB,7.171843442616894e-08
CPT,0.0
CRL,0.0
CVNA,1.8226146259796715e-07
GOOG,2.0502843617422283e-06
GOOGL,0.0
LNT,0.0
MMM,8.014228934200105e-07
MO,0.0
SCHW,0.0
T,9.398353086027668e-10
TECH,0.03288874680483489
XYZ,0.0
C,0.0
CAG,1.1091244571095797e-09
CB,0.0
CCI,0.0
CFG,1.7894664012061842e-05
CHD,0.0
CI,0.0
CIEN,0.0
CINF,0.0
CL,0.0003517572158802952
CLX,1.8329875294799202e-06
CMCSA,2.3026937152181463e-06
