ticker,weight
A,0.00011598038110703297
AAPL,1.609754642545814e-05
ABBV,0.00032084735574673944
ABT,0.0
ACGL,5.455908110161905e-07
ACN,8.625827438059631e-06
ADBE,0.0
ADI,2.5195606633698422e-06
ADM,0.0
ADP,0.0
ADSK,0.0
AEE,0.0
AEP,6.579573372246236e-05
AES,0.0
AFL,1.7681634987064326e-05
AIG,0.0
AIZ,2.8180195700558876e-08
AJG,5.1663442349280995e-09
AKAM,0.007037417018930816
ALB,3.453501443864627e-05
ALGN,0.0
ALL,0.00028055845371316093
ALLE,0.0
AMAT,0.0
AMCR,0.0
AMD,0.055669070594275505
AME,0.00020589869224852474
AMGN,1.8547663175871796e-05
AMP,0.00015234552948195377
AMT,0.0
AMZN,0.0003154222640818934
ANET,0.00047939635410561906
AON,0.013689767162350423
AOS,0.0
APA,0.0
APD,1.6566610609442397e-13
APH,0.0002984230034713309
APO,0.026599836552458976
APTV,1.5831975191671374e-05
ARE,0.0
ARES,0.00012238178054079974
ATO,0.0
AVB,0.01976875287393126
AVGO,0.00020968693341351567
AVY,0.0
AWK,0.0
AXON,0.0
AXP,0.0
AZO,0.001945729126625044
BA,0.0
BAC,0.0003457333965495913
BALL,8.61686769478345e-05
BAX,0.0
BBY,0.0
BDX,0.01566579795840374
BF-B,0.0
BG,0.0
BIIB,0.0
BK,0.00018002050998272638
BKNG,0.0
BKR,1.3134183578120065e-08
BLDR,0.0
BLK,0.0
BMY,0.00010000796424066677
BR,0.01773974547202015
BRK-B,0.0
BRO,0.0
BSX,0.0
BX,0.0006844031357970167
BXP,0.0
CAH,0.0
CAT,0.004167717257851296
CBOE,0.0
CBRE,1.8500498375307524e-05
CCL,0.0038406123927952713
CDNS,0.008919632075951617
CDW,4.464753661659344e-05
CF,0.005666422550517734
CHRW,0.0
CHTR,0.0
CNC,0.0
CNP,0.0
COF,0.0
COR,7.172819658682477e-05
CPB,0.0
CPT,0.0
CRL,1.3259652189877334e-10
GOOG,1.0670502674053062e-05
GOOGL,0.0
LNT,0.0
MMM,9.122092554164444e-08
MO,1.671518599801071e-07
SCHW,0.0
T,0.00570673963617109
TECH,0.0
XYZ,0.0
C,0.0
CAG,0.0010366805672969027
CB,0.0
CCI,0.00014597222576118833
CFG,1.509623149134111e-05
CHD,0.0
CI,0.0
CIEN,4.525850393196879e-05
CINF,0.0
CL,0.0
CLX,0.0
CMCSA,8.20490564449691e-08
CME,0.03925014541277027
CMG,0.0
CMI,0.0
CMS,0.00013199549357584533
COHR,2.374692151067925e-11
COO,0.0025644912633296366
COP,0.0
COST,7.826068175231246e-11
CPAY,0.0
CPRT,0.04782925970022647
CRH,0.0
CSCO,0.0
CSGP,0.0009008204572643865
CSX,0.000117252665081215
CTAS,0.004927143398989986
CTRA,7.3874406678105386e-06
CTSH,6.778027699784237e-06
CVS,1.8092063801851923e-05
CVX,9.747335743012573e-08
D,9.465630174764171e-05
DAL,1.1190496057301174e-05
DD,0.0
DE,0.00016780417055205834
DECK,0.0
DG,0.00021687705051633962
DHI,0.0
DHR,0.0014119355692881446
DLR,0.0
DLTR,6.90639298408961e-05
DOV,0.00013080787756865176
DPZ,0.0
DRI,0.0017671284969882613
DTE,0.00041580395807388413
DUK,0.0010852031716670101
DVA,0.010925127634308524
DVN,0.0
DXCM,7.164158313654322e-05
EA,0.0
EBAY,0.0
ECL,0.0006854723176486825
ED,0.0
EFX,0.0
EG,1.687385907300304e-11
EIX,0.0
EL,0.00012731177197676007
ELV,0.002056890351055835
EME,0.0
EMR,0.0
EOG,0.00011063087779518488
EPAM,0.0
EQIX,0.0
EQR,2.333058609076616e-05
EQT,7.031792453241144e-06
ERIE,0.0
ES,0.0
ESS,0.012983564520199529
ETN,1.1916589581099563e-07
ETR,0.00033422607060005176
EVRG,0.00018322561231390606
EW,0.0
EXC,0.00011902515624114871
EXPD,2.871845021953112e-05
EXPE,1.905613042925446e-06
EXR,0.0011224039012073677
FANG,2.0410007642906627e-09
FAST,1.8531510093530215e-11
FDS,0.00015592567522879815
FDX,1.4382468466760731e-12
FFIV,0.0
FICO,0.05877449530970229
FIS,1.7124046587308826e-06
FITB,0.02180328320656933
FIX,0.014121318710428234
FRT,6.908466126293297e-05
GLW,0.0
KO,0.015504355224139498
SATS,7.10294897432279e-05
STZ,0.0
XOM,0.0
BEN,0.0
DOC,0.0
F,7.233821878359514e-06
FCX,0.0
FE,0.0
FISV,0.0
FSLR,0.00033711325008932983
FTNT,0.0
GD,9.991672578176345e-08
GDDY,0.0
GE,8.785668378959153e-06
GEN,5.8139099918084e-07
GILD,0.0
GIS,0.000907424261466455
GL,0.0
GM,0.0
GNRC,0.0
GPC,2.5533695993824227e-05
GPN,3.510053844286766e-09
GRMN,1.5693082519064475e-05
GS,5.546478943967161e-06
HAL,0.0
HAS,0.00022165100117965125
HBAN,0.0
HCA,0.05207646415296691
HD,0.00025928271795134
HIG,0.0
HII,0.0
HLT,0.0
HOLX,2.988414871208153e-05
HON,0.019916367656293097
HPE,9.91856777794629e-07
HPQ,0.008089758795487043
HRL,0.00012096446345763191
HSIC,0.00015071510400010564
HST,0.0
HSY,0.0
HUBB,0.0
HUM,7.347561630551564e-07
IBKR,4.110463637409448e-08
IBM,1.9856172768674068e-10
ICE,0.00035900554649315083
IDXX,0.0
IEX,1.847134582198547e-06
IFF,6.305474991383528e-05
INCY,0.0
INTC,0.0
