ticker,weight
A,0.0
AAPL,0.0002634509191751874
ABBV,0.0
ABT,0.0003358697475523366
ACGL,0.0
ACN,0.0
ADBE,0.024350391098050202
ADI,0.0
ADM,7.495823185076919e-10
ADP,0.0
ADSK,0.0006198788489609952
AEE,0.0
AEP,0.0008376036419979165
AES,0.0
AFL,0.0
AIG,0.0
AIZ,0.0
AJG,0.0
AKAM,0.0
ALB,0.00016612484950517866
ALGN,0.0
ALL,0.0
ALLE,0.0
AMAT,1.973728550193027e-07
AMCR,0.0
AMD,0.0
AME,0.0
AMGN,0.022345971302802716
AMP,5.083188948903364e-07
AMT,0.017161572996468134
AMZN,0.0
ANET,0.0004552743455429962
AON,0.0
AOS,0.0
APA,0.0006521015278230263
APD,0.0
APH,0.0
APO,0.0011685670386584288
APTV,0.0
ARE,0.0001545560694403756
ARES,0.0
ATO,0.0
AVB,0.0
AVGO,0.0
AVY,0.0
AWK,0.0
AXON,0.0008866805251068556
AXP,0.0
AZO,0.0
BA,0.0
BAC,0.0
BALL,0.0
BAX,9.212779753810582e-06
BBY,0.0
BDX,0.0
BF-B,0.0
BG,0.0
BIIB,0.0007118166420470079
BK,4.91027524508007e-06
BKNG,1.2993245241426673e-06
BKR,0.0
BLDR,0.0
BLK,0.0
BMY,0.0
BR,0.0
BRK-B,2.5397268939564443e-07
BRO,0.0
BSX,0.0
BX,0.0
BXP,0.0
CAH,0.0
CAT,0.0
CBOE,0.0
CBRE,0.004188726095097982
CCL,0.0
CDNS,0.051309208316215785
CDW,0.009933647068007222
CF,0.0
CHRW,0.0
CHTR,0.0
CNC,0.0
CNP,5.914211446707763e-13
COF,0.0
COR,0.0
CPB,0.0004622031177346324
CPT,0.0
CRL,0.0
CVNA,0.0
GOOG,7.364904426280616e-05
GOOGL,0.0
LNT,0.0
MMM,5.881301775629584e-12
MO,0.0
SCHW,0.0
T,0.004460826579081042
TECH,0.0
XYZ,3.995941808827843e-06
C,0.00219875779823827
CAG,0.0
CB,0.0
CCI,0.0
CFG,0.0
CHD,0.0
CI,0.0
CIEN,0.0007817042155834723
CINF,0.0
CL,0.00013444756250932883
CLX,0.0
CMCSA,0.0
CME,0.0
CMG,0.0
CMI,0.014728332852288513
CMS,6.929590644866155e-06
COHR,0.0
COO,0.0
COP,0.004893229792122695
COST,0.0
CPAY,0.0
CPRT,0.0
