date,portfolio_return,portfolio_equity,spy_return,spy_equity
2020-04-06,0.08250232209583208,804.9428864767276,0.0671663163188938,820.0741537946002
2020-04-07,0.006099040310450581,809.8522655889597,0.0010194240836778334,820.9101571373801
2020-04-08,0.04430073913109568,845.729319541543,0.03356873203377786,848.4670702261313
2020-04-09,0.023367431206050136,865.4918412348695,0.015217065385387807,861.3782491111108
2020-04-13,-0.021990155394445265,846.4595411534902,-0.00913004731106426,853.5138249440048
2020-04-14,0.024215528685043234,866.957006453021,0.029492616202654087,878.6861806067375
2020-04-15,-0.03355496929064203,837.8662907251829,-0.021247597604043933,860.0162102209713
2020-04-16,-0.0020929677755615723,836.1126635784658,0.004823998257358131,864.1649269203771
2020-04-17,0.04194289152500903,871.1816463296238,0.027015328237243175,887.5106260722442
2020-04-20,-0.024375664109659623,849.9460151401927,-0.017617616690129845,871.8748040536864
2020-04-21,-0.029517695680238466,824.8575673206531,-0.030363572249051063,845.401570448675
2020-04-22,0.020804035815965707,842.0179336942624,0.022194608015388306,864.1649269203771
2020-04-23,-9.166433987157535e-05,841.9407506762102,-7.172621568207749e-05,864.1029436404439
2020-04-24,0.011599742227993143,851.7070463552974,0.013938842769734672,876.1475387087129
2020-04-27,0.02852369794182665,876.0008808804613,0.014418539714719403,888.7803067915381
2020-04-28,0.0045756000590803985,880.0091105627724,-0.004598888536399448,884.6929052272568
2020-04-29,0.029539201040442113,906.0038765971068,0.026178873067444375,907.8531684968698
2020-04-30,-0.02412825586894317,884.1435832443174,-0.0093108163894281,899.4003143364349
2020-05-01,-0.030198887601524574,857.4434305503131,-0.02647331873254022,875.5902031468596
2020-05-04,0.0011278218837666616,858.4104740153797,0.00275800358717726,878.0050840680359
2020-05-05,0.01001142975147264,867.0043901739131,0.009239357774546209,886.1172871676109
2020-05-06,-0.011414564289035041,857.1079128233972,-0.006778701541552579,880.1105625470915
2020-05-07,0.016006316714587007,870.8270535346272,0.012066440756198116,890.7303645089703
2020-05-08,0.022994558731304706,890.8513373619382,0.016546941586593533,905.4692278199053
2020-05-11,-0.007185517061676977,884.4501098779061,0.00020468182137078905,905.6545609106507
2020-05-12,-0.024866277145883447,862.4571283239751,-0.01993133949946868,887.6036523878984
2020-05-13,-0.025683901934528842,840.3058640173668,-0.017685718223182656,871.9057442978982
2020-05-14,0.013950611682789963,852.0286448210444,0.011966956030894593,882.3398020029956
2020-05-15,0.003067474540244615,854.6422209965921,0.00459715829189955,886.3960577400467
2020-05-18,0.049915405690352736,897.3020341777411,0.03045977371387698,913.3954810796812
2020-05-19,-0.010198889709484392,888.1505496950664,-0.010271549186216755,904.0134944693032
2020-05-20,0.017123983642363505,903.3592251800009,0.016987862596183678,919.3707514984435
2020-05-21,-0.0028756434374489492,900.7614861524531,-0.006903708103077388,913.0236841915913
2020-05-22,0.0011776279368343344,901.8222480429706,0.00189928562317343,914.7577769485932
2020-05-26,0.02661601851721093,925.825165696115,0.012320492828702845,926.0280435794886
2020-05-27,0.02348989097603073,947.5726979011824,0.014878897841987593,939.8063202387234
2020-05-28,-0.0030198064821563126,944.7112117257462,-0.0018448315840592366,938.0725358562485
2020-05-29,0.0007194721351370599,945.3909051183346,0.004455963216196235,942.2525525701478
2020-06-01,0.006288330106786335,951.3358352096723,0.004041939912975634,946.0610807704843
2020-06-02,0.010985468969147273,961.7867055066059,0.008279723489135637,953.8942049230967
2020-06-03,0.02527291288193264,986.0938571258754,0.01330823534279979,966.5888534943462
2020-06-04,-0.000863049520803599,985.2428092950155,-0.0026263926889360523,964.0502115963216
2020-06-05,0.031169272217846287,1015.9521106186073,0.025629791778067235,988.7586177831369
2020-06-08,0.015177453469707594,1031.3716765049726,0.012087136499384643,1000.7098781612244
2020-06-09,-0.018672262694055742,1012.113633626063,-0.007456856137271428,993.2477285646298
2020-06-10,-0.015806594304955814,996.1155640288212,-0.0055797832105817236,987.7056215648364
2020-06-11,-0.06438291784147333,931.9827375093407,-0.057648984136978276,930.7653958552409
2020-06-12,0.01627292195486116,947.148819860108,0.011975523490853401,941.9117987177788
2020-06-15,0.011174569048006787,957.732799746373,0.009335805362312266,950.7053039390734
2020-06-16,0.019812411471207002,976.7077960544193,0.0192474323890377,969.0039399985402
2020-06-17,-0.00807461751069106,968.8212541815699,-0.004153545067422604,964.9791384632462
2020-06-18,-0.0017851152667126369,967.0917965700146,0.00038486399057835463,965.3505241853
2020-06-19,-0.008258902638546515,959.1046795796058,-0.00571462341123663,959.8339094797411
2020-06-22,0.0028682756048052527,961.8556561344985,0.006414764614368185,965.9910180779424
2020-06-23,3.520961275933048e-05,961.8895226996814,0.004603846779211995,970.4382927152683
2020-06-24,-0.03029411209343275,932.7499336775187,-0.025508850323821775,945.6835275578893
2020-06-25,0.013904099787441032,945.7189818321,0.010720633529333057,955.8218540915644
2020-06-26,-0.021320793735882415,925.5555024883491,-0.023751522533495772,933.1196297861009
2020-06-29,0.019667510938831144,943.7588754580341,0.014697521610163022,946.8341757097494
2020-06-30,0.013149686364742709,956.1690086742495,0.012809717724381553,958.9628542323887
2020-07-01,0.0017623478401287923,957.8541110614847,0.007004564055471896,965.6799709716776
2020-07-02,0.004229117195738193,961.9049883535833,0.00550734202276848,970.9983008563557
2020-07-06,0.01016164682197524,971.6795271215286,0.015437173264548631,985.9877698662576
2020-07-07,-0.014702024648588035,957.3938707632595,-0.010314098676694083,975.8181947138435
2020-07-08,0.003661737002010859,960.8995953253318,0.007648860302750027,983.2820917660914
2020-07-09,-0.011857972565579293,949.5052742856877,-0.0056929949650792455,977.6842717684144
2020-07-10,0.012540121789202597,961.4121860647205,0.010210556185973108,987.666971957448
2020-07-13,-0.005784985980379026,955.8504300469705,-0.008658837654235363,979.1149239908183
2020-07-14,0.015189583316013864,970.3693997918166,0.01295913357033851,991.8034050715271
2020-07-15,0.02009283634358692,989.8668733346582,0.009186842980756893,1000.9149472216992
2020-07-16,-0.0025806770178875282,987.3123466438752,-0.0032933049107604084,997.6186291107605
2020-07-17,0.004435172774312105,991.6912474834523,0.002899148637187876,1000.5108737997801
2020-07-20,-0.0036553879390007894,988.0662312581887,0.008081759713974623,1008.5967622730487
2020-07-21,0.0077221573087521275,995.6962341274302,0.0021272794518338856,1010.7423294406184
2020-07-22,0.009740176796735287,1005.394491483675,0.005692297804033242,1016.4957757829367
2020-07-23,-0.004025940396862815,1001.3468331856275,-0.011931954468582417,1004.3669944687883
2020-07-24,-0.007623870728327165,993.7126943752005,-0.006440441498103411,997.898427598286
2020-07-27,0.005795346857378378,999.4716041156848,0.00729286252502459,1005.1759636446986
2020-07-28,-0.004835878249604533,994.6382811242445,-0.006342506389342528,998.8006286728686
2020-07-29,0.01650192031912947,1011.0517227857125,0.012298747257574183,1011.0846251656225
2020-07-30,-0.00631602509088127,1004.6658947364193,-0.0035681222935614043,1007.4769515738919
2020-07-31,-0.0008023599485587118,1003.8597910607998,0.007902016585980665,1015.4380511552221
2020-08-03,0.0028322666281086206,1006.7029896463215,0.006952288265423379,1022.497669202533
2020-08-04,0.006046147211834536,1012.7896641203171,0.0038625568332784077,1026.4471245617224
2020-08-05,0.00752433452111376,1020.410232352685,0.006211170172122804,1032.8225623250612
2020-08-06,-0.0007382978349760387,1019.6568656873515,0.006684885021928322,1039.7268624022577
2020-08-07,0.006867721470206179,1026.6595850360757,0.000717455716363169,1040.4728203831446
2020-08-10,0.00800844787439653,1034.8815348075866,0.0029888856803093056,1043.5826746967386
2020-08-11,-0.0028104118395137433,1031.9730914896693,-0.00825448432447784,1034.9684378671577
2020-08-12,0.008705279207286608,1040.9567053854935,0.013941933242476834,1049.3978987359721
2020-08-13,-0.004430787210628816,1036.3444477284531,-0.0018077197420235391,1047.500881437189
2020-08-14,0.002306550440432433,1038.734828470801,2.9929722068722242e-05,1047.5322328474372
2020-08-17,0.0008377502172143317,1039.6050287989804,0.0031764788078396666,1050.859696785606
2020-08-18,-0.00430355546450132,1035.1310308963696,0.0021604749582200267,1053.1300528451143
2020-08-19,-0.005118353115968731,1029.832864758945,-0.004163957294767928,1048.7448642792306
2020-08-20,-0.0034308908285449096,1026.2996206283096,0.0031138996265771546,1052.0105505204845
2020-08-21,-0.0014951130353479747,1024.7651866873355,0.003547346300632359,1055.7423962550995
2020-08-24,0.011317864798747775,1036.3633405207263,0.01013298391270867,1066.440216972317
2020-08-25,0.001606333078114348,1038.02808523555,0.0034992518883998347,1070.1719599154228
2020-08-26,-0.0022608852752272,1035.6812228223687,0.010025748497299869,1080.9012348343974
2020-08-27,0.006226184162848673,1042.1295648496648,0.0021865875350151054,1083.2647200010688
2020-08-28,0.006874498219345252,1049.293682687551,0.006459289849138461,1090.2618408109015
2020-08-31,-0.005911067079854124,1043.0912373427177,-0.003622483344232319,1086.3123854517119
2020-09-01,0.003100254250409595,1046.3250853848542,0.009418615279888076,1096.543943884059
2020-09-02,0.01821366423015257,1065.3824991656395,0.01446410273451959,1112.4044681413131
2020-09-03,-0.02434898387838176,1039.4415178691452,-0.0344143185298692,1074.1218264406482
2020-09-04,-0.004754781313901162,1034.499200763088,-0.00816477772804658,1065.351860474917
2020-09-08,-0.02223870012131171,1011.493283261581,-0.02732299383232728,1036.2432581619025
2020-09-09,0.014231018870011655,1025.8878632625667,0.019747208119813342,1056.706169443579
2020-09-10,-0.01371636158183914,1011.8164143876371,-0.017363657834968738,1038.3578850852605
2020-09-11,0.003779176442828438,1015.6402471453581,0.0005093256587673789,1038.8867473991177
2020-09-14,0.018483341913295495,1034.4126730942496,0.013171115464862604,1052.570044704027
2020-09-15,0.0019280775663641993,1036.4071009636054,0.005052415786396924,1057.888066214178
2020-09-16,0.004610137262823421,1041.1850799592123,-0.003968385837368138,1053.689958194693
2020-09-17,-0.00441307744613141,1036.590249565596,-0.008795357295354744,1044.4223785338434
2020-09-18,-0.008252362140251447,1028.035931435127,-0.011512914112271067,1032.3980333928494
2020-09-21,-0.022520800484368834,1004.8837393325141,-0.011129362623725436,1020.9081013071992
2020-09-22,0.006837805561245035,1011.7549389537265,0.010184625536897363,1031.305668026598
2020-09-23,-0.021864714330499933,989.6332062410308,-0.023191203814218797,1007.388448084634
2020-09-24,0.003212997140458875,992.8128949027864,0.002665222358317676,1010.07336229998
2020-09-25,0.012843838582606822,1005.5644234676485,0.01616711586346531,1026.4033353788836
2020-09-28,0.0166807772013307,1022.3380195770968,0.01660922719042901,1043.4511015652058
2020-09-29,-0.007890873667807085,1014.2708794188178,-0.005445693247685179,1037.7687869471224
2020-09-30,0.004919139885066226,1019.260219756028,0.007581819916102184,1045.6369630043073
2020-10-01,0.00655974211033483,1025.9463039409507,0.00642001508787593,1052.3499680832356
2020-10-02,0.002980412710482481,1029.0040473454887,-0.009494405635321113,1042.3585306159362
2020-10-05,0.017532561228266824,1047.0451238097078,0.01773293103937945,1060.8426025576573
2020-10-06,-0.00901837461525777,1037.602478644113,-0.014215820361610398,1045.7618546877545
2020-10-07,0.015674627622482815,1053.8665111170246,0.017406880008602688,1063.9653058098781
2020-10-08,0.013285510960720203,1067.8676662016057,0.008862192282038217,1073.3943709313828
2020-10-09,0.002108503176935672,1070.1192685683386,0.008930286613035632,1082.9800903126193
2020-10-12,0.008208230412914066,1078.9030540940466,0.016087214361538038,1100.402223174756
2020-10-13,-0.0077612520661485785,1070.5294155362853,-0.006525902492492852,1093.2211055637952
2020-10-14,-0.0036189632912566223,1066.6552088792491,-0.006283493922376593,1086.3518573911713
2020-10-15,0.0034849279140500705,1070.3724253913394,-0.0012357479747832079,1085.009400283498
2020-10-16,-0.0003218240685374546,1070.0279537825497,-0.0006041435703567632,1084.3538988305402
2020-10-19,-0.013740140704000496,1055.3256191403636,-0.015203533281303416,1067.867888240959
2020-10-20,0.004898778130896948,1060.4954252043838,0.004005706982158852,1072.145454096909
2020-10-21,-0.003560857191827332,1056.7191524426446,-0.0018929479634893775,1070.1159385430117
2020-10-22,0.009789025515905223,1067.0634031890515,0.005485494135371249,1075.9860532480568
2020-10-23,0.004732089997549753,1072.112843246034,0.003394838672080791,1079.638852312243
2020-10-26,-0.020620420404565982,1050.005425697166,-0.0184796220500989,1059.68753437091
2020-10-27,-0.013076199290885814,1036.2753454942385,-0.003447440978336047,1056.0343241406877
2020-10-28,-0.030078600799275514,1005.1056330589861,-0.03417920727740231,1019.9399080838318
2020-10-29,0.008894298579609392,1014.0453426634599,0.010163857303273183,1030.3064317675094
2020-10-30,-0.004588215685284028,1009.3926839166622,-0.010425146938163099,1019.5653358249988
2020-11-02,0.021982496690135692,1031.5816552499073,0.011208748665409107,1030.9933874222245
2020-11-03,0.020722564367200987,1052.9586725008471,0.01765572639616142,1049.196324586803
2020-11-04,0.006871896694018224,1060.1944957213434,0.022349295823771653,1072.6451236222074
2020-11-05,0.019671405447210254,1081.0500114995784,0.01950263690431764,1093.564531995398
2020-11-06,-0.0008635070980539989,1080.1165171412972,-0.00022831809928047786,1093.3148514200125
2020-11-09,0.03835836543476343,1121.548021217927,0.012565534220420282,1107.0529365992243
2020-11-10,0.009290984559129798,1131.9683065653853,-0.001466589203767854,1105.4293447144084
2020-11-11,-0.0011697484435421615,1130.6441884006415,0.0074288001255709,1113.6413583692324
2020-11-12,-0.013564400832736677,1115.3076774299711,-0.009700957598046567,1102.8379707722615
2020-11-13,0.019748414901669908,1137.333236186876,0.013844312948916748,1118.106004771581
2020-11-16,0.015923534297027652,1155.4436009804472,0.012482652129880867,1132.0629330734755
2020-11-17,-0.002919314459706516,1152.0704977687296,-0.005378366586626271,1125.9742836202752
2020-11-18,-0.010254972445646353,1140.2560465586694,-0.012034732273126347,1112.42348457048
2020-11-19,0.003441907803916494,1144.1807027437824,0.00421035259774083,1117.1071796785293
2020-11-20,-0.006309689213341228,1136.9612781055669,-0.006847907730974101,1109.457332786482
2020-11-23,0.012330084428147418,1150.9801066561429,0.005994286443840258,1116.1077378364232
2020-11-24,0.016667330328252204,1170.1638722950279,0.016113776637561195,1134.0924486273732
2020-11-25,-0.0026901701103613554,1167.015932421555,-0.001541746945215583,1132.34396505911
2020-11-27,-2.4355460817831627e-05,1166.987509210739,0.0027850578920760594,1135.4976085555425
2020-11-30,-0.00881712993844394,1156.6980287054869,-0.004427240975035884,1130.4704870158898
2020-12-01,0.00946553779166515,1167.6467976097433,0.010937374831817115,1142.8348664686896
2020-12-02,0.0005607802073142795,1168.3015908229766,0.0021037977281683773,1145.239159864438
2020-12-03,0.004578171758664669,1173.6502761716852,-0.0002725874418239016,1144.926982051574
2020-12-04,0.013873264577507885,1189.9326369744804,0.008617530329020351,1154.793425043917
2020-12-07,-0.003994763000083306,1185.179138103703,-0.0020547737305491864,1152.4205858499258
2020-12-08,0.00273835411612464,1188.4245782748744,0.002926080542541065,1155.7926613030052
2020-12-09,-0.0029394623821836934,1184.931248932973,-0.00896883399999715,1145.4265487853636
2020-12-10,-0.0009629426305182894,1183.7902281191418,-0.00032692577950210744,1145.0520793180397
2020-12-11,-0.00214224189253837,1181.2542631004874,-0.0011727573775586198,1143.7092110443305
2020-12-14,-0.0047379557369906875,1175.6575326877858,-0.004477151160360959,1138.588652022988
2020-12-15,0.014611435472142015,1192.835576863991,0.013519393897810428,1153.9816804972638
2020-12-16,-0.0002926740609298732,1192.4864648316886,0.0015693323701302386,1155.7926613030054
2020-12-17,0.007028706321243604,1200.8681019850485,0.005592025220810148,1162.2558830150392
2020-12-18,-0.003508424418427362,1196.6549470127336,-0.003992951222370311,1157.6150519662472
2020-12-21,-0.005624300176378181,1189.9246003831863,-0.0035755458485814406,1153.475946272934
2020-12-22,-0.002710894421285131,1186.6988404222575,-0.001685067339422197,1151.5322616290603
2020-12-23,0.003202762607134555,1190.4995550942917,0.000898273534869265,1152.5666525842298
2020-12-24,0.00281988624083232,1193.8566284094195,0.0038903332874329344,1157.0505209987634
2020-12-28,0.003147585941448717,1197.6143947491062,0.008590845025690186,1166.9905627115577
2020-12-29,-0.005252916023103517,1191.3234269054292,-0.0019076038673878637,1164.764407000924
2020-12-30,0.006192596087843184,1198.70081169824,0.0014268405762465353,1166.4263401186006
2020-12-31,0.007421559822980806,1207.597041482114,0.0050808561570891975,1172.3527845705833
2021-01-04,-0.018270917691779878,1185.5331353323572,-0.013614022855635732,1156.392346966571
2021-01-05,0.008731324873035247,1195.8844102846922,0.0068874500194757715,1164.3569414592077
2021-01-06,0.01758087118744445,1216.9091000569806,0.005978442470954137,1171.3179824493775
2021-01-07,0.01049228350000087,1229.6772553285093,0.014857370524221647,1188.7206877163117
2021-01-08,0.0026428808122466343,1232.9271457518732,0.005697665228400428,1195.493620244993
2021-01-11,-0.0012431989341264709,1231.394372038419,-0.006740682680273502,1187.4351771046302
2021-01-12,0.006558356648034286,1239.4702955046293,0.00021104789869696994,1187.685782803597
2021-01-13,-0.001170884411005693,1238.0190190577182,0.002692932633496792,1190.884140606449
2021-01-14,-6.0416820223238774e-05,1237.9442218852107,-0.0035018112831863846,1186.7138890859057
2021-01-15,-0.0053101657923009795,1231.3705328253795,-0.007292594117400908,1178.0596663593199
2021-01-19,0.003737354582969395,1235.9726011295677,0.007851983535693607,1187.309771463638
2021-01-20,0.008869109809969982,1246.9345778511001,0.013838603162070306,1203.7404802213719
2021-01-21,-0.0062674411245744,1239.1194887982222,0.0009117454798064362,1204.8379851630737
2021-01-22,-0.004308580904257859,1233.7806422306924,-0.0035394894473953498,1200.5734738287679
2021-01-25,-0.0010769544284191233,1232.4519167043443,0.003943767367212914,1205.3082563167952
2021-01-26,-0.00737445391205274,1223.363256845787,-0.001560922676463461,1203.4268633273816
2021-01-27,-0.02418541927862366,1193.7757035489092,-0.024440497481348245,1174.0145121052421
2021-01-28,0.011927493321372908,1208.014455280206,0.008600320908672687,1184.111413660786
2021-01-29,-0.017134208217569676,1187.3160840736007,-0.020019540702345462,1160.4060470188922
2021-02-01,0.01660990964927843,1207.0372969551984,0.016645245975061007,1179.7212911024699
2021-02-02,0.014330388025999598,1224.3346097824199,0.014140482620819794,1196.4031195167156
2021-02-03,0.003025207224451001,1228.038475689079,0.0007862275545822417,1197.3437646156676
2021-02-04,0.013826241259179741,1245.0176319295115,0.01136588894063717,1210.9526408680538
2021-02-05,0.006021507186247485,1252.51451454718,0.003935685141114309,1215.7185691833113
2021-02-08,0.00929823935139407,1264.1606942945348,0.0072218450730627826,1224.4983003423986
2021-02-09,0.0008493928298656882,1265.2344633240664,-0.000665774266678687,1223.6830608844389
2021-02-10,0.00169146441531462,1267.3745623958087,-0.0004356330350291371,1223.1499841187122
2021-02-11,0.0042860393607549695,1272.8065796550566,0.001615217126949009,1225.1256369218881
2021-02-12,0.005373926756723662,1279.6465489895988,0.004939779162715263,1231.1774870148631
2021-02-16,0.0008610374983784217,1280.7483726529495,-0.0008660459878517823,1230.1112306919003
2021-02-17,-0.00019950232351894707,1280.492860376762,0.0002293798196397745,1230.3933933841333
2021-02-18,-0.0037163084513059225,1275.734153937907,-0.004255878713388284,1225.1569883321363
2021-02-19,0.005763573531660134,1283.0869415409784,-0.0017661093927319182,1222.9932270674717
2021-02-22,-0.0015993097389058286,1281.034888099509,-0.007691755554218194,1213.5862621204044
2021-02-23,0.0027819897668514048,1284.5987140491816,0.0012143527911268048,1215.0599839850834
2021-02-24,0.014190658080526872,1302.8280151709382,0.011019382560619073,1228.4491947827146
2021-02-25,-0.02206551902406351,1274.080438817101,-0.02409579477062862,1198.848735099086
2021-02-26,-0.008728706075233808,1262.9593651504615,-0.005152570763606645,1192.671582156628
2021-03-01,0.02264290771942288,1291.5564375089443,0.024240309814284933,1221.582310814798
2021-03-02,-0.004702635505592952,1285.4827183484376,-0.007803550262796999,1212.049631852211
2021-03-03,-0.00646825512198737,1277.167888171254,-0.013245653165797955,1195.9952428089634
2021-03-04,-0.014551993799365262,1258.5825489818376,-0.012374823337134466,1181.1950129671493
2021-03-05,0.022757312261528058,1287.2245050559272,0.018396990455195494,1202.9254463464306
2021-03-08,0.0030298568722024587,1291.1246110686384,-0.004978818338799984,1196.936299073952
2021-03-09,0.004888958045960153,1297.4368651242594,0.0142772723950777,1214.0252846553867
2021-03-10,0.010888209495443618,1311.563629518844,0.006224768342906639,1221.582310814798
2021-03-11,0.00658778312272002,1320.2039262617618,0.01013902803397948,1233.9679681099624
2021-03-12,0.007338740731518072,1329.8925605893287,0.0013467370054289773,1235.6297984361302
2021-03-15,0.008317617209068918,1340.9540978374991,0.005963693743262777,1242.9987161340528
2021-03-16,-0.006900236294897552,1331.7011977018092,-0.0012613680662589832,1241.4308372471203
2021-03-17,0.004205115653794308,1337.3011552544417,0.003409903956828275,1245.663997171178
2021-03-18,-0.010477815526369581,1323.2891604464846,-0.014549664537802376,1227.5400038855191
2021-03-19,-0.003964545018335579,1318.0429209976191,-0.0018501868651051856,1225.268825493939
2021-03-22,0.002764782808908755,1321.6870234069972,0.007984854288720422,1235.0524185300198
2021-03-23,-0.010618666113020352,1307.6524701995268,-0.007870832095656755,1225.3315283144352
2021-03-24,-0.0006547837719934188,1306.7962405826327,-0.00508340553356923,1219.102671242945
2021-03-25,0.012313557464921663,1322.8875511859906,0.005625653722969526,1225.9609207241049
2021-03-26,0.018545193621603256,1347.4207569623434,0.016114801484906627,1245.7170375898272
2021-03-29,-0.0033529025041065517,1342.902986532239,-0.0005052450842987222,1245.0876451801578
2021-03-30,0.0011943847546578136,1344.5069293863376,-0.0026528249411281735,1241.7846456211332
2021-03-31,-0.0005135934657782979,1343.8163994127112,0.004053270466776837,1246.8179346513264
2021-04-01,0.012108771838596245,1360.0883655861635,0.01079905398216141,1260.2823888335531
2021-04-05,0.010412366207821539,1374.250103723644,0.014353085896747553,1278.371330214639
2021-04-06,-1.43119659598862e-05,1374.2304355029391,-0.0005903568402352288,1277.6166349554862
2021-04-07,-0.0011033030508462685,1372.714242870883,0.001157113520704911,1279.094982438071
2021-04-08,0.002294271817962477,1375.8636224724173,0.0047467024377056966,1285.1664657092667
2021-04-09,0.005599306225830681,1383.567504219621,0.007270297533675363,1294.5100082952752
2021-04-12,0.0020453900084138727,1386.3974393687179,0.0003645516951138461,1294.981924113141
2021-04-13,-0.001429640345029552,1384.4153896551509,0.0029637706071077297,1298.8199534765633
